"x","y","label","contourID"
8024.2516266,3297.52521252,"10",1
7919.0976282,3191.70986772,"10",1
7771.8820278,3022.4053167,"10",1
7645.6972284,2831.93769672,"10",1
7624.6664274,2620.30700844,"10",1
7498.4816346,2451.00245742,"10",1
7372.2968352,2345.18711328,"10",1
7204.0504338,2345.18711328,"10",1
6930.6500406,2451.00245742,"10",1
6762.4036458,2556.81780156,"10",1
6552.09564636,2683.79621466,"10",1
6320.75684988,2789.61155946,"10",1
6047.35645338,2958.91611048,"10",1
5794.98685722,3064.73145462,"10",1
5542.61726106,3170.54679876,"10",1
5311.27846458,3318.68828082,"10",1
5122.00126746,3466.82976288,"10",1
4974.78566904,3657.29738286,"10",1
4785.50847192,3720.78658974,"10",1
4554.16967544,3678.46045182,"10",1
4343.86167864,3593.80817664,"10",1
4070.4612828,3530.31896976,"10",1
3733.96848726,3509.1559008,"10",1
3418.50649206,3487.99283184,"10",1
3124.07529654,3530.31896976,"10",1
2871.70570038,3636.1343139,"10",1
2703.45930294,3678.46045182,"10",1
2472.1205058,3763.11272766,"10",1
2219.75090964,3911.25420972,"10",1
2009.44291284,3995.9064849,"10",1
1841.1965154,4165.21103592,"10",1
1715.01171732,4313.35251798,"10",1
1588.82691924,4482.657069,"10",1
1399.54972146,4630.79855106,"10",1
1147.1801253,4694.28775794,"10",1
10484.8551918,3805.43886492,"10",2
10674.1323876,3868.9280718,"10",2
10926.5019798,3868.9280718,"10",2
11136.8099766,3826.60193388,"10",2
11305.056378,3678.46045182,"10",2
11410.2103764,3509.1559008,"10",2
11494.3335738,3318.68828082,"10",2
11536.3951758,3149.3837298,"10",2
11620.5183732,3001.24224774,"10",2
11704.6415706,2853.10076568,"10",2
11767.733967,2683.79621466,"10",2
11620.5183732,2577.98087052,"10",2
11494.3335738,2493.32859534,"10",2
11326.087179,2408.6763195,"10",2
11262.994776,2218.20869952,"10",2
11157.8407776,2070.06721746,"10",2
11094.7483812,1816.11039126,"10",2
10947.5327808,1625.64277128,"10",2
10842.3787824,1540.9904961,"10",2
10737.224784,1710.29504712,"10",2
10674.1323876,1900.76266644,"10",2
10695.1631886,2112.39335538,"10",2
10632.0707856,2345.18711328,"10",2
10568.9783892,2556.81780156,"10",2
10463.8243908,2747.28542154,"10",2
10379.7011934,2853.10076568,"10",2
10232.485593,3022.4053167,"10",2
10190.423991,3255.1990746,"10",2
10211.454792,3487.99283184,"10",2
10295.5779894,3699.62352078,"10",2
2934.79809942,8461.314015,"0",11
3082.01369718,8122.7049156,"0",11
2892.73650006,8186.1941238,"0",11
2829.64410102,7953.4003626,"0",11
2787.58250166,7911.074226,"0",11
3039.95209782,7614.7912632,"0",11
3271.2908943,7360.834437,"0",11
3250.26009462,7191.529884,"0",11
3103.04449686,7064.5514742,"0",11
3208.19849526,6852.9207846,"0",11
3460.56809142,6937.5730578,"0",11
3860.153286,7106.8776108,"0",11
4217.67688056,7297.3452288,"0",11
4638.29287416,7255.0190922,"0",11
5016.84726906,6979.8991944,"0",11
5542.61726106,6577.80088746,"0",11
5879.11005594,6302.6809923,"0",11
6005.29485402,6366.17019852,"0",11
6320.75684988,6260.35485438,"0",11
6489.00324732,6387.33326748,"0",11
6783.4344402,6366.17019852,"0",11
7288.1736378,6196.8656475,"0",11
7477.4508336,5731.27813236,"0",11
7603.635633,5202.201411,"0",11
7792.9128288,5561.97358134,"0",11
8066.313222,6006.39802818,"0",11
8360.7444228,6133.37644128,"0",11
8865.4836138,6069.8872344,"0",11
9328.1612028,6048.72416544,"0",11
10169.39319,6281.51792334,"0",11
10632.0707856,6345.00712956,"0",11
11410.2103764,6133.37644128,"0",11
11999.0727648,6429.6594054,"0",11
12693.0891582,6556.6378185,"0",11
13807.7215386,6281.51792334,"0",11
14859.2615226,6302.6809923,"0",11
15258.8467218,6048.72416544,"0",11
15511.216314,5710.1150634,"0",11
15637.4011134,5350.34289306,"0",11
15763.5859128,4948.24458414,"0",11
15931.8323076,4757.77696416,"0",11
15994.9247106,4524.98320692,"0",11
16205.2327074,4292.18944902,"0",11
16415.5407042,4228.7002428,"0",11
16709.9718984,3974.74341594,"0",11
16941.3106962,3953.58034698,"0",11
16920.2798952,3657.29738286,"0",11
16941.3106962,3826.60193388,"0",11
16625.848701,3572.64510768,"0",11
16331.4175002,3382.1774877,"0",11
16015.955505,3085.89452358,"0",11
15637.4011134,2895.4269036,"0",11
15279.8775162,2874.26383464,"0",11
14880.2923236,2853.10076568,"0",11
14564.8303284,2895.4269036,"0",11
14396.5839336,2958.91611048,"0",11
14144.2143348,2789.61155946,"0",11
13975.96794,2556.81780156,"0",11
13891.844736,2260.53483744,"0",11
13723.5983412,1985.41494228,"0",11
13576.3827408,1837.27346022,"0",11
13471.2287424,1583.31663336,"0",11
13155.7667472,1371.68594508,"0",11
12819.2739576,1287.03366924,"0",11
12461.7503604,1160.05525614,"0",11
12083.1959622,948.4245672,"0",11
11851.857171,757.95694722,"0",11
11599.4875722,567.489327702,"0",11
11326.087179,398.184776682,"0",11
11010.6251838,165.391019112,"0",11
10547.9475882,250.043294622,"0",11
10253.516394,482.837052192,"0",11
10043.2083972,779.12001618,"0",11
9832.9004004,1075.4029803,"0",11
9727.746402,1414.01208234,"0",11
9643.623198,1752.62118438,"0",11
9475.3768032,2048.9041485,"0",11
9201.97641,2218.20869952,"0",11
8907.5452092,2345.18711328,"0",11
8634.144816,2451.00245742,"0",11
8276.6212188,2387.51325054,"0",11
8024.2516266,2451.00245742,"0",11
7792.9128288,2260.53483744,"0",11
7519.512429,2027.7410802,"0",11
7372.2968352,1921.9257354,"0",11
7014.773238,1921.9257354,"0",11
6846.5268432,1964.25187332,"0",11
6699.3112428,1985.41494228,"0",11
6489.00324732,2197.04563056,"0",11
6278.69525052,2451.00245742,"0",11
6026.3256537,2577.98087052,"0",11
5647.77125946,2726.12235258,"0",11
5353.34006394,2874.26383464,"0",11
5143.03206714,3043.56838566,"0",11
4974.78566904,3212.87293668,"0",11
4953.75486936,3403.34055666,"0",11
4806.5392716,3509.1559008,"0",11
4659.32367384,3551.48203872,"0",11
4491.0772764,3382.1774877,"0",11
4217.67688056,3255.1990746,"0",11
4049.43048312,3255.1990746,"0",11
3839.12248632,3191.70986772,"0",11
3439.53729174,3191.70986772,"0",11
3082.01369718,3170.54679876,"0",11
2871.70570038,3191.70986772,"0",11
2619.33610356,3361.01441874,"0",11
2387.99730708,3487.99283184,"0",11
2156.6585106,3593.80817664,"0",11
1862.22731508,3720.78658974,"0",11
1672.95011796,3911.25420972,"0",11
1546.76531988,4122.884898,"0",11
1441.61132082,4228.7002428,"0",11
957.90292818,4249.86331176,"0",11
642.440932848,4398.00479382,"0",11
432.132935916,4567.30934484,"0",11
200.794139304,4736.6138952,"0",11
284.91733809,4990.57072206,"0",11
411.102136236,5138.71220412,"0",11
432.132935916,5456.1582372,"0",11
558.317734062,5625.46278822,"0",11
873.77972946,5688.9519951,"0",11
1084.08772626,5942.9088213,"0",11
1294.39572306,6175.70257854,"0",11
1357.4881221,6302.6809923,"0",11
1315.42652274,6620.1270234,"0",11
1294.39572306,6831.757713,"0",11
1378.51892178,7170.366819,"0",11
1546.76531988,7360.834437,"0",11
1778.10411636,7424.3236452,"0",11
1925.31971412,7657.1173998,"0",11
2219.75090964,7826.4219528,"0",11
2409.02810676,7953.4003626,"0",11
2577.2745042,8101.541844,"0",11
2619.33610356,8228.5202604,"0",11
2787.58250166,8249.6833254,"0",11
2871.70570038,8334.3356052,"0",11
10842.3787824,3424.50362562,"0",12
10905.4711854,3530.31896976,"0",12
10968.5635818,3361.01441874,"0",12
10968.5635818,3234.03600564,"0",12
11010.6251838,3064.73145462,"0",12
11073.7175802,2937.75304152,"0",12
11178.8715786,2831.93769672,"0",12
11262.994776,2768.4484905,"0",12
11284.025577,2662.63314636,"0",12
11178.8715786,2620.30700844,"0",12
11094.7483812,2577.98087052,"0",12
11010.6251838,2451.00245742,"0",12
10968.5635818,2345.18711328,"0",12
10926.5019798,2218.20869952,"0",12
10884.4403844,2366.35018158,"0",12
10842.3787824,2577.98087052,"0",12
10758.255585,2768.4484905,"0",12
10611.0399846,3001.24224774,"0",12
10526.9167872,3191.70986772,"0",12
10484.8551918,3318.68828082,"0",12
10611.0399846,3424.50362562,"0",12
10737.224784,3424.50362562,"0",12
432.132935916,4821.26617104,"5",13
453.163735596,5011.73379102,"5",13
495.225335022,5286.85368618,"5",13
726.5641317,5477.32130616,"5",13
999.96452754,5604.29971926,"5",13
1252.3341237,5837.09347716,"5",13
1441.61132082,6133.37644128,"5",13
1525.7345202,6366.17019852,"5",13
1441.61132082,6620.1270234,"5",13
1357.4881221,6810.594648,"5",13
1441.61132082,7001.062266,"5",13
1609.85771892,7212.6929556,"5",13
1862.22731508,7339.6713654,"5",13
2072.53531188,7487.8128468,"5",13
2366.9665074,7678.2804714,"5",13
2556.24370452,7868.7480894,"5",13
2745.5209023,7720.606608,"5",13
2913.76729974,7530.1389834,"5",13
3103.04449686,7381.997502,"5",13
3166.1368959,7233.8560206,"5",13
3039.95209782,7085.7145392,"5",13
3082.01369718,6895.2469212,"5",13
3250.26009462,6747.1054398,"5",13
3523.66049046,6683.6162316,"5",13
3670.87608822,6789.4315764,"5",13
3839.12248632,6916.4099862,"5",13
4049.43048312,7064.5514742,"5",13
4301.80007928,7149.2037474,"5",13
4596.2312748,7043.3884026,"5",13
4848.60087096,6958.7361294,"5",13
5058.90886842,6747.1054398,"5",13
5248.18606554,6556.6378185,"5",13
5458.49406234,6429.6594054,"5",13
5647.77125946,6260.35485438,"5",13
5858.07925626,6218.02871646,"5",13
6068.38725306,6196.8656475,"5",13
6320.75684988,6196.8656475,"5",13
6615.1880454,6175.70257854,"5",13
6930.6500406,6133.37644128,"5",13
7119.9272364,6048.72416544,"5",13
7267.1428368,5858.25654546,"5",13
7414.3584306,5688.9519951,"5",13
7456.4200326,5413.83209928,"5",13
7498.4816346,5244.52754826,"5",13
7603.635633,5075.22299724,"5",13
7771.8820278,5181.03834204,"5",13
7792.9128288,5392.66903032,"5",13
7898.0668272,5604.29971926,"5",13
8129.405625,5794.76733924,"5",13
8423.8368192,5921.74575234,"5",13
8655.175617,5942.9088213,"5",13
8991.6684132,5942.9088213,"5",13
9370.2228048,5921.74575234,"5",13
9622.5924036,6027.56109648,"5",13
9853.9311948,6069.8872344,"5",13
10211.454792,6133.37644128,"5",13
10505.8859862,6133.37644128,"5",13
10737.224784,6133.37644128,"5",13
11010.6251838,6154.53951024,"5",13
11178.8715786,6027.56109648,"5",13
11368.1487744,5921.74575234,"5",13
11557.4259702,5964.07189026,"5",13
11704.6415706,6091.05030336,"5",13
11957.0111694,6218.02871646,"5",13
12209.3807616,6366.17019852,"5",13
12419.6887584,6366.17019852,"5",13
12651.0275562,6366.17019852,"5",13
12966.4895514,6323.84406126,"5",13
13176.7975482,6260.35485438,"5",13
13471.2287424,6196.8656475,"5",13
13807.7215386,6133.37644128,"5",13
14144.2143348,6091.05030336,"5",13
14522.7687264,6069.8872344,"5",13
14754.1075242,6069.8872344,"5",13
15006.477123,5942.9088213,"5",13
15195.7543188,5710.1150634,"5",13
15385.0315146,5371.50596202,"5",13
15574.308717,5138.71220412,"5",13
15658.4319144,4821.26617104,"5",13
15805.6475082,4546.14627588,"5",13
15952.8631086,4334.51558694,"5",13
16079.047908,4080.55876074,"5",13
16310.3867058,3911.25420972,"5",13
16541.725497,3868.9280718,"5",13
16773.0642948,3805.43886492,"5",13
16709.9718984,3763.11272766,"5",13
16478.6331006,3678.46045182,"5",13
16247.2943028,3530.31896976,"5",13
16036.986306,3297.52521252,"5",13
15763.5859128,3170.54679876,"5",13
15511.216314,3064.73145462,"5",13
15153.6927234,3001.24224774,"5",13
14838.2307216,2980.07917944,"5",13
14627.9227248,2980.07917944,"5",13
14417.614728,3107.05759254,"5",13
14123.1835338,3064.73145462,"5",13
13891.844736,2768.4484905,"5",13
13744.6291422,2493.32859534,"5",13
13618.4443428,2218.20869952,"5",13
13471.2287424,1964.25187332,"5",13
13366.074744,1731.45811542,"5",13
13155.7667472,1477.50128922,"5",13
12861.335553,1519.82742714,"5",13
12587.9351598,1456.33822026,"5",13
12251.4423636,1308.1967382,"5",13
11957.0111694,1138.89218718,"5",13
11830.82637,948.4245672,"5",13
11662.5799686,757.95694722,"5",13
11431.2411774,842.60922306,"5",13
11199.9023796,757.95694722,"5",13
11284.025577,821.4461541,"5",13
11115.7791822,567.489327702,"5",13
10884.4403844,504.000121086,"5",13
10611.0399846,482.837052192,"5",13
10337.6395914,609.815465424,"5",13
10127.3315946,842.60922306,"5",13
9980.1159942,1096.56604926,"5",13
9895.9927968,1350.52287612,"5",13
9811.8695994,1667.9689092,"5",13
9727.746402,1985.41494228,"5",13
9559.5000006,2154.7194933,"5",13
9307.1304084,2429.83938846,"5",13
9033.7300086,2620.30700844,"5",13
8865.4836138,2747.28542154,"5",13
8655.175617,2704.95928362,"5",13
8402.8060182,2577.98087052,"5",13
8108.374824,2577.98087052,"5",13
7898.0668272,2599.14393948,"5",13
7666.7280294,2472.16552638,"5",13
7561.574031,2302.86097536,"5",13
7309.2044322,2133.55642434,"5",13
7119.9272364,2133.55642434,"5",13
6888.5884386,2154.7194933,"5",13
6636.2188464,2324.02404432,"5",13
6446.94164796,2493.32859534,"5",13
6257.66445084,2683.79621466,"5",13
5879.11005594,2810.77462842,"5",13
5689.83285882,2937.75304152,"5",13
5416.43246298,3043.56838566,"5",13
5206.12446618,3212.87293668,"5",13
5058.90886842,3382.1774877,"5",13
4911.69327,3551.48203872,"5",13
4701.3852732,3636.1343139,"5",13
4533.13887576,3551.48203872,"5",13
4343.86167864,3487.99283184,"5",13
3944.27648472,3424.50362562,"5",13
3502.62969078,3361.01441874,"5",13
3082.01369718,3403.34055666,"5",13
2745.5209023,3487.99283184,"5",13
2472.1205058,3657.29738286,"5",13
2261.812509,3741.9496587,"5",13
1925.31971412,3868.9280718,"5",13
1778.10411636,4080.55876074,"5",13
1630.8885186,4292.18944902,"5",13
1441.61132082,4503.82013796,"5",13
1147.1801253,4524.98320692,"5",13
873.77972946,4546.14627588,"5",13
684.50253234,4609.6354821,"5",13
579.348533742,4736.6138952,"5",13
10674.1323876,3636.1343139,"5",14
10821.3479814,3741.9496587,"5",14
10968.5635818,3763.11272766,"5",14
11115.7791822,3678.46045182,"5",14
11199.9023796,3487.99283184,"5",14
11199.9023796,3318.68828082,"5",14
11241.963975,3128.2206615,"5",14
11368.1487744,2937.75304152,"5",14
11473.3027728,2853.10076568,"5",14
11515.3643748,2726.12235258,"5",14
11473.3027728,2620.30700844,"5",14
11326.087179,2514.49166364,"5",14
11199.9023796,2366.35018158,"5",14
11157.8407776,2260.53483744,"5",14
11073.7175802,2091.23028642,"5",14
11010.6251838,2006.57801124,"5",14
10884.4403844,1943.08880436,"5",14
10779.286386,2070.06721746,"5",14
10779.286386,2345.18711328,"5",14
10779.286386,2620.30700844,"5",14
10674.1323876,2831.93769672,"5",14
10463.8243908,2980.07917944,"5",14
10358.6703924,3085.89452358,"5",14
10358.6703924,3297.52521252,"5",14
10421.7627888,3466.82976288,"5",14
10505.8859862,3572.64510768,"5",14
4491.0772764,4017.06955386,"20",18
4385.923278,4228.7002428,"20",18
4322.83087896,4503.82013796,"20",18
4238.70768024,4757.77696416,"20",18
4238.70768024,5117.54913516,"20",18
4280.7692796,5456.1582372,"20",18
4343.86167864,5604.29971926,"20",18
4427.98487736,5625.46278822,"20",18
4491.0772764,5477.32130616,"20",18
4512.10807608,5138.71220412,"20",18
4533.13887576,4927.08151518,"20",18
4596.2312748,4715.4508269,"20",18
4701.3852732,4503.82013796,"20",18
4869.63167064,4376.84172486,"20",18
5100.97046778,4292.18944902,"20",18
5437.46326266,4207.53717384,"20",18
5752.92525786,4271.02638006,"20",18
5921.1716553,4482.657069,"20",18
6068.38725306,4609.6354821,"20",18
6278.69525052,4651.96162002,"20",18
6531.06484668,4630.79855106,"20",18
6720.3420438,4524.98320692,"20",18
6951.6808416,4355.6786559,"20",18
7140.9580374,4313.35251798,"20",18
7183.0196394,4144.04796696,"20",18
6993.742437,4101.72182904,"20",18
6699.3112428,4080.55876074,"20",18
6404.8800486,4080.55876074,"20",18
6152.51045178,4017.06955386,"20",18
6026.3256537,3890.09114076,"20",18
5942.20245498,3678.46045182,"20",18
5816.0176569,3509.1559008,"20",18
5542.61726106,3509.1559008,"20",18
5353.34006394,3593.80817664,"20",18
5227.15526586,3720.78658974,"20",18
5100.97046778,3784.27579596,"20",18
4953.75486936,3847.76500284,"20",18
4827.57007128,3868.9280718,"20",18
7077.865641,6556.6378185,"above",50
7351.2660342,6471.98554332,"above",50
7561.574031,6323.84406126,"above",50
7603.635633,6006.39802818,"above",50
7834.9744242,6091.05030336,"above",50
8024.2516266,6302.6809923,"above",50
8423.8368192,6366.17019852,"above",50
8781.3604164,6429.6594054,"above",50
9117.853206,6450.82247436,"above",50
9475.3768032,6514.31168058,"above",50
9748.7771964,6514.31168058,"above",50
10253.516394,6577.80088746,"above",50
10505.8859862,6598.96395642,"above",50
10590.0091902,6620.1270234,"above",50
10968.5635818,6577.80088746,"above",50
11220.9331806,6556.6378185,"above",50
11431.2411774,6577.80088746,"above",50
11704.6415706,6641.290095,"above",50
12167.3191662,6683.6162316,"above",50
12356.596362,6768.2685048,"above",50
12672.0583572,6789.4315764,"above",50
13008.5511534,6789.4315764,"above",50
13345.0439496,6789.4315764,"above",50
13786.6907376,6683.6162316,"above",50
14060.0911374,6556.6378185,"above",50
14333.4915306,6556.6378185,"above",50
14669.9843268,6535.47474954,"above",50
15027.507924,6514.31168058,"above",50
15195.7543188,6493.14861162,"above",50
15321.9391182,6387.33326748,"above",50
15616.3703124,6239.19178542,"above",50
15658.4319144,5900.58268338,"above",50
15763.5859128,5731.27813236,"above",50
15805.6475082,5456.1582372,"above",50
15889.7707122,5329.1798241,"above",50
15973.8939096,5202.201411,"above",50
16100.078709,5054.05992894,"above",50
16163.1711054,4948.24458414,"above",50
16394.5099032,4736.6138952,"above",50
16541.725497,4482.657069,"above",50
16604.8179,4461.49400004,"above",50
16920.2798952,4292.18944902,"above",50
17067.495489,4207.53717384,"above",50
17193.6802884,3868.9280718,"above",50
17172.6494874,3593.80817664,"above",50
17151.618693,3361.01441874,"above",50
16941.3106962,3234.03600564,"above",50
16836.1566978,3212.87293668,"above",50
16583.787099,3149.3837298,"above",50
16415.5407042,3043.56838566,"above",50
16394.5099032,3022.4053167,"above",50
16226.2635018,2874.26383464,"above",50
16058.017107,2768.4484905,"above",50
15868.7399112,2683.79621466,"above",50
15616.3703124,2641.4700774,"above",50
15574.308717,2620.30700844,"above",50
15448.1239176,2577.98087052,"above",50
15048.538725,2514.49166364,"above",50
14964.415521,2514.49166364,"above",50
14564.8303284,2514.49166364,"above",50
14438.645529,2472.16552638,"above",50
14333.4915306,2408.6763195,"above",50
14249.3683332,2345.18711328,"above",50
14186.2759368,2133.55642434,"above",50
14123.1835338,2006.57801124,"above",50
14039.0603364,1858.43652918,"above",50
13975.96794,1710.29504712,"above",50
13828.7523396,1519.82742714,"above",50
13744.6291422,1414.01208234,"above",50
13597.4135418,1308.1967382,"above",50
13450.197948,1117.72911822,"above",50
13281.9515466,1011.91377408,"above",50
13155.7667472,927.26149824,"above",50
12945.4587504,821.4461541,"above",50
12693.0891582,652.141603212,"above",50
12398.6579574,567.489327702,"above",50
12251.4423636,504.000121086,"above",50
12020.1035658,377.021707854,"above",50
11851.857171,292.369432344,"above",50
11326.087179,80.738743602,"above",50
11620.5183732,144.227950218,"above",50
10968.5635818,17.2495370124,"above",50
10568.9783892,-67.402738458,"above",50
10085.2699926,38.4126058866,"above",50
10043.2083972,228.880225728,"above",50
9917.0235978,482.837052192,"above",50
9832.9004004,673.30467204,"above",50
9727.746402,863.77229202,"above",50
9559.5000006,1160.05525614,"above",50
9517.4384052,1350.52287612,"above",50
9433.3152012,1519.82742714,"above",50
9286.0996074,1604.47970232,"above",50
9033.7300086,1667.9689092,"above",50
8865.4836138,1731.45811542,"above",50
8823.4220118,1794.9473223,"above",50
8613.114015,1921.9257354,"above",50
8339.7136218,1985.41494228,"above",50
8129.405625,1964.25187332,"above",50
7771.8820278,1879.59959748,"above",50
7582.604832,1837.27346022,"above",50
7309.2044322,1710.29504712,"above",50
7035.804039,1667.9689092,"above",50
6804.4652412,1667.9689092,"above",50
6594.15724572,1667.9689092,"above",50
6341.78764956,1731.45811542,"above",50
6173.54125146,1964.25187332,"above",50
6047.35645338,2091.23028642,"above",50
5816.0176569,2218.20869952,"above",50
5521.58646138,2324.02404432,"above",50
5164.06286682,2408.6763195,"above",50
4953.75486936,2493.32859534,"above",50
4743.44687256,2683.79621466,"above",50
4659.32367384,2874.26383464,"above",50
4617.26207448,3043.56838566,"above",50
4175.6152812,3043.56838566,"above",50
3860.153286,2980.07917944,"above",50
3586.7528895,2937.75304152,"above",50
3187.16769558,2895.4269036,"above",50
3018.92129814,2895.4269036,"above",50
2766.55170198,2895.4269036,"above",50
2577.2745042,2895.4269036,"above",50
2303.87410836,2980.07917944,"above",50
1946.3505138,3128.2206615,"above",50
1736.042517,3191.70986772,"above",50
1588.82691924,3318.68828082,"above",50
1378.51892178,3445.66669458,"above",50
1231.30332402,3551.48203872,"above",50
1063.05692658,3741.9496587,"above",50
768.62573106,3932.41727868,"above",50
495.225335022,4059.39569178,"above",50
348.00973713,4101.72182904,"above",50
116.670940518,4292.18944902,"above",50
-135.698655774,4651.96162002,"above",50
-135.698655774,4757.77696416,"above",50
-93.637056348,4905.91844622,"above",50
32.5477417716,4630.79855106,"above",50
32.5477417716,4927.08151518,"above",50
74.609341158,5138.71220412,"above",50
179.763339624,5413.83209928,"above",50
263.88653841,5583.1366503,"above",50
411.102136236,5900.58268338,"above",50
453.163735596,5964.07189026,"above",50
537.286934382,6133.37644128,"above",50
621.410133168,6345.00712956,"above",50
726.5641317,6641.290095,"above",50
768.62573106,6810.594648,"above",50
789.65653074,6937.5730578,"above",50
831.7181301,7064.5514742,"above",50
894.81052914,7233.8560206,"above",50
1105.11852594,7530.1389834,"above",50
1210.27252434,7635.9543282,"above",50
1420.58052114,7847.5850178,"above",50
1504.70372052,7932.2372976,"above",50
1778.10411636,8207.3571888,"above",50
