"x","y","label","contourID"
1862.22731508,8270.846397,"above",50
2156.6585106,8482.4770866,"above",50
2219.75090964,8482.4770866,"above",50
2661.39770292,8545.9662948,"above",50
2430.05890644,8609.4554964,"above",50
2829.64410102,8694.1077762,"above",50
3208.19849526,8672.9447046,"above",50
3229.22929494,8545.9662948,"above",50
3355.41409302,8270.846397,"above",50
3355.41409302,8186.1941238,"above",50
3355.41409302,7995.7264992,"above",50
3103.04449686,7932.2372976,"above",50
3166.1368959,7720.606608,"above",50
3355.41409302,7699.4435364,"above",50
3460.56809142,7508.9759184,"above",50
3670.87608822,7508.9759184,"above",50
3881.18408568,7508.9759184,"above",50
4112.52288216,7530.1389834,"above",50
4449.01567704,7551.302055,"above",50
4575.20047512,7530.1389834,"above",50
4932.72406968,7487.8128468,"above",50
5100.97046778,7445.4867102,"above",50
5227.15526586,7381.997502,"above",50
5374.37086362,7276.1821572,"above",50
5521.58646138,7191.529884,"above",50
5858.07925626,7085.7145392,"above",50
5942.20245498,7043.3884026,"above",50
6215.60285148,6937.5730578,"above",50
6278.69525052,6895.2469212,"above",50
6404.8800486,6852.9207846,"above",50
6699.3112428,6831.757713,"above",50
6846.5268432,6747.1054398,"above",50
6972.7116426,6683.6162316,"above",50
10942.8,2560.8,"above",52
11081.4,2719.2,"above",52
10876.8,3247.2,"above",52
10626,3267,"above",52
10771.2,2937,"above",52
